visitor_id,nb purchase for this visitorid
visitor_17749,1
visitor_17751,1
visitor_17755,1
visitor_17759,1
visitor_17760,1
visitor_17761,1
visitor_17762,1
visitor_17763,1
visitor_17764,1
visitor_17770,1
visitor_17771,1
visitor_17773,1
visitor_17775,1
visitor_17776,1
visitor_17777,1
visitor_17781,1
visitor_17782,1
visitor_17785,1
visitor_17789,1
visitor_17791,1
visitor_17792,1
visitor_17793,1
visitor_17794,1
visitor_17797,1
visitor_17798,1
visitor_17799,1
visitor_17800,1
visitor_17801,1
visitor_17802,1
visitor_17804,1
visitor_17805,1
visitor_17807,1
visitor_17809,1
visitor_17813,1
visitor_17814,1
visitor_17816,1
visitor_17818,1
visitor_17820,1
visitor_17823,1
visitor_17824,1
visitor_17826,1
visitor_17828,1
visitor_17829,1
visitor_17830,1
visitor_17831,1
visitor_17832,1
visitor_17833,1
visitor_17834,1
visitor_17835,1
visitor_17839,1
visitor_17843,1
visitor_17848,1
visitor_17851,1
visitor_17852,1
visitor_17853,1
visitor_17855,1
visitor_17856,1
visitor_17861,1
visitor_17863,1
visitor_17867,1
visitor_17868,1
visitor_17869,1
visitor_17873,1
visitor_17876,1
visitor_17877,1
visitor_17878,1
visitor_17881,1
visitor_17883,1
visitor_17885,1
visitor_17886,1
visitor_17890,1
visitor_17893,1
visitor_17894,1
visitor_17895,1
visitor_17896,1
visitor_17897,1
visitor_17898,1
visitor_17899,1
visitor_17900,1
visitor_17901,1
visitor_17905,1
visitor_17911,1
visitor_17913,1
visitor_17914,1
visitor_17917,1
visitor_17918,1
visitor_17920,1
visitor_17921,1
visitor_17922,1
visitor_17923,1
visitor_17929,1
visitor_17935,1
visitor_17939,1
visitor_17940,1
visitor_17943,1
visitor_17946,1
visitor_17947,1
visitor_17955,1
visitor_17957,1
visitor_17958,1
visitor_17959,1
visitor_17960,1
visitor_17962,1
visitor_17965,1
visitor_17970,1
visitor_17971,1
visitor_17974,1
visitor_17975,1
visitor_17976,1
visitor_17977,1
visitor_17980,1
visitor_17983,1
visitor_17993,1
visitor_18000,1
visitor_18004,1
visitor_18006,1
visitor_18008,1
visitor_18011,1
visitor_18012,1
visitor_18016,1
visitor_18018,1
visitor_18020,1
visitor_18022,1
visitor_18024,1
visitor_18027,1
visitor_18028,1
visitor_18031,1
visitor_18033,1
visitor_18034,1
visitor_18036,1
visitor_18039,1
visitor_18040,1
visitor_18041,1
visitor_18042,1
visitor_18044,1
visitor_18046,1
visitor_18047,1
visitor_18050,1
visitor_18054,1
visitor_18055,1
visitor_18058,1
visitor_18060,1
visitor_18061,1
visitor_18062,1
visitor_18063,1
visitor_18064,1
visitor_18066,1
visitor_18067,1
visitor_18068,1
visitor_18069,1
visitor_18074,1
visitor_18075,1
visitor_18078,1
visitor_18080,1
visitor_18086,1
visitor_18087,1
visitor_18093,1
visitor_18095,1
visitor_18098,1
visitor_18102,1
visitor_18107,1
visitor_18108,1
visitor_18109,1
visitor_18110,1
visitor_18111,1
visitor_18120,1
visitor_18125,1
visitor_18127,1
visitor_18129,1
visitor_18131,1
visitor_18134,1
visitor_18136,1
visitor_18138,1
visitor_18140,1
visitor_18141,1
visitor_18144,1
visitor_18146,1
visitor_18147,1
visitor_18152,1
visitor_18153,1
visitor_18155,1
visitor_18156,1
visitor_18159,1
visitor_18161,1
visitor_18165,1
visitor_18167,1
visitor_18168,1
visitor_18169,1
visitor_18172,1
visitor_18173,1
visitor_18174,1
visitor_18176,1
visitor_18180,1
visitor_18188,1
visitor_18189,1
visitor_18190,1
visitor_18193,1
visitor_18194,1
visitor_18195,1
visitor_18196,1
visitor_18197,1
visitor_18199,1
visitor_18200,1
visitor_18205,1
visitor_18214,1
visitor_18217,1
visitor_18218,1
visitor_18219,1
visitor_18222,1
visitor_18224,1
visitor_18225,1
visitor_18227,1
visitor_18229,1
visitor_18231,1
visitor_18234,1
visitor_18235,1
visitor_18236,1
visitor_18242,1
visitor_18243,1
visitor_18245,1
visitor_18246,1
visitor_18247,1
visitor_18249,1
visitor_18251,1
visitor_18253,1
visitor_18255,1
visitor_18256,1
visitor_18259,1
visitor_18260,1
visitor_18261,1
visitor_18263,1
visitor_18264,1
visitor_18266,1
visitor_18272,1
visitor_18273,1
visitor_18276,1
visitor_18278,1
visitor_18279,1
visitor_18282,1
visitor_18283,1
visitor_18284,1
visitor_18285,1
visitor_18286,1
visitor_18287,1
visitor_18289,1
visitor_18290,1
visitor_18292,1
visitor_18293,1
visitor_18294,1
visitor_18298,1
visitor_18301,1
visitor_18305,1
visitor_18306,1
visitor_18309,1
visitor_18312,1
visitor_18313,1
visitor_18314,1
visitor_18318,1
visitor_18320,1
visitor_18322,1
visitor_18323,1
visitor_18325,1
visitor_18326,1
visitor_18327,1
visitor_18330,1
visitor_18331,1
visitor_18332,1
visitor_18335,1
visitor_18336,1
visitor_18337,1
visitor_18338,1
visitor_18339,1
visitor_18342,1
visitor_18343,1
visitor_18344,1
visitor_18348,1
visitor_18349,1
visitor_18354,1
visitor_18355,1
visitor_18356,1
visitor_18357,1
visitor_18359,1
visitor_18360,1
visitor_18364,1
visitor_18366,1
visitor_18367,1
visitor_18372,1
visitor_18373,1
visitor_18374,1
visitor_18376,1
visitor_18384,1
visitor_18385,1
visitor_18387,1
visitor_18388,1
visitor_18390,1
visitor_18394,1
visitor_18395,1
visitor_18398,1
visitor_18399,1
visitor_18400,1
visitor_18401,1
visitor_18403,1
visitor_18406,1
visitor_18408,1
visitor_18411,1
visitor_18412,1
visitor_18416,1
visitor_18417,1
visitor_18418,1
visitor_18419,1
visitor_18422,1
visitor_18426,1
visitor_18428,1
visitor_18433,1
visitor_18435,1
visitor_18436,1
visitor_18437,1
visitor_18438,1
visitor_18443,1
visitor_18444,1
visitor_18445,1
visitor_18449,1
visitor_18452,1
visitor_18454,1
visitor_18458,1
visitor_18459,1
visitor_18462,1
visitor_18463,1
visitor_18465,1
visitor_18466,1
visitor_18468,1
visitor_18469,1
visitor_18470,1
visitor_18472,1
visitor_18474,1
visitor_18477,1
visitor_18478,1
visitor_18479,1
visitor_18480,1
visitor_18481,1
visitor_18484,1
visitor_18485,1
visitor_18487,1
visitor_18488,1
visitor_18493,1
visitor_18497,1
visitor_18498,1
visitor_18500,1
visitor_18506,1
visitor_18508,1
visitor_18511,1
visitor_18512,1
visitor_18514,1
visitor_18515,1
visitor_18517,1
visitor_18519,1
visitor_18521,1
visitor_18522,1
visitor_18523,1
visitor_18524,1
visitor_18526,1
visitor_18529,1
visitor_18533,1
visitor_18535,1
visitor_18538,1
visitor_18541,1
visitor_18544,1
visitor_18546,1
visitor_18547,1
visitor_18548,1
visitor_18549,1
visitor_18556,1
visitor_18558,1
visitor_18562,1
visitor_18563,1
visitor_18564,1
visitor_18565,1
visitor_18571,1
visitor_18578,1
visitor_18579,1
visitor_18580,1
visitor_18581,1
visitor_18583,1
visitor_18584,1
visitor_18587,1
visitor_18588,1
visitor_18589,1
visitor_18591,1
visitor_18592,1
visitor_18595,1
visitor_18596,1
visitor_18599,1
visitor_18602,1
visitor_18603,1
visitor_18605,1
visitor_18608,1
visitor_18609,1
visitor_18617,1
visitor_18619,1
visitor_18620,1
visitor_18621,1
visitor_18622,1
visitor_18623,1
visitor_18624,1
visitor_18627,1
visitor_18629,1
visitor_18630,1
visitor_18631,1
visitor_18632,1
visitor_18634,1
visitor_18636,1
visitor_18637,1
visitor_18640,1
visitor_18643,1
visitor_18646,1
visitor_18647,1
visitor_18650,1
visitor_18653,1
visitor_18658,1
visitor_18659,1
visitor_18665,1
visitor_18666,1
visitor_18669,1
visitor_18672,1
visitor_18675,1
visitor_18676,1
visitor_18677,1
visitor_18681,1
visitor_18682,1
visitor_18686,1
visitor_18687,1
visitor_18695,1
visitor_18696,1
visitor_18698,1
visitor_18700,1
visitor_18702,1
visitor_18703,1
visitor_18705,1
visitor_18706,1
visitor_18707,1
visitor_18708,1
visitor_18711,1
visitor_18712,1
visitor_18713,1
visitor_18715,1
visitor_18716,1
visitor_18719,1
visitor_18720,1
visitor_18721,1
visitor_18724,1
visitor_18730,1
visitor_18734,1
visitor_18735,1
visitor_18736,1
visitor_18737,1
visitor_18740,1
visitor_18741,1
visitor_18743,1
visitor_18746,1
visitor_18748,1
visitor_18750,1
visitor_18751,1
visitor_18752,1
visitor_18759,1
visitor_18760,1
visitor_18761,1
visitor_18763,1
visitor_18764,1
visitor_18765,1
visitor_18768,1
visitor_18769,1
visitor_18772,1
visitor_18774,1
visitor_18775,1
visitor_18776,1
visitor_18777,1
visitor_18778,1
visitor_18780,1
visitor_18782,1
visitor_18783,1
visitor_18784,1
visitor_18785,1
visitor_18786,1
visitor_18787,1
visitor_18788,1
visitor_18789,1
visitor_18790,1
visitor_18793,1
visitor_18796,1
visitor_18797,1
visitor_18798,1
visitor_18800,1
visitor_18801,1
visitor_18802,1
visitor_18804,1
visitor_18806,1
visitor_18813,1
visitor_18814,1
visitor_18815,1
visitor_18816,1
visitor_18817,1
visitor_18818,1
visitor_18820,1
visitor_18821,1
visitor_18822,1
visitor_18829,1
visitor_18832,1
visitor_18833,1
visitor_18835,1
visitor_18844,1
visitor_18846,1
visitor_18848,1
visitor_18850,1
visitor_18851,1
visitor_18853,1
visitor_18854,1
visitor_18855,1
visitor_18857,1
visitor_18858,1
visitor_18859,1
visitor_18862,1
visitor_18863,1
visitor_18864,1
visitor_18866,1
visitor_18871,1
visitor_18872,1
visitor_18873,1
visitor_18879,1
visitor_18880,1
visitor_18881,1
visitor_18882,1
visitor_18884,1
visitor_18886,1
visitor_18888,1
visitor_18889,1
visitor_18891,1
visitor_18892,1
visitor_18894,1
visitor_18895,1
visitor_18896,1
visitor_18898,1
visitor_18899,1
visitor_18902,1
visitor_18903,1
visitor_18904,1
visitor_18907,1
visitor_18908,1
visitor_18911,1
visitor_18918,1
visitor_18919,1
visitor_18923,1
visitor_18924,1
visitor_18934,1
visitor_18937,1
visitor_18938,1
visitor_18941,1
visitor_18944,1
visitor_18945,1
visitor_18946,1
visitor_18947,1
visitor_18950,1
visitor_18951,1
visitor_18954,1
visitor_18956,1
visitor_18960,1
visitor_18961,1
visitor_18963,1
visitor_18964,1
visitor_18965,1
visitor_18966,1
visitor_18969,1
visitor_18972,1
visitor_18974,1
visitor_18975,1
visitor_18976,1
visitor_18977,1
visitor_18979,1
visitor_18981,1
visitor_18983,1
visitor_18985,1
visitor_18990,1
visitor_18994,1
visitor_18995,1
visitor_18997,1
visitor_18998,1
visitor_19001,1
visitor_19002,1
visitor_19006,1
visitor_19007,1
visitor_19008,1
visitor_19009,1
visitor_19011,1
visitor_19014,1
visitor_19016,1
visitor_19017,1
visitor_19019,1
visitor_19020,1
visitor_19022,1
visitor_19023,1
visitor_19029,1
visitor_19034,1
visitor_19035,1
visitor_19036,1
visitor_19038,1
visitor_19039,1
visitor_19042,1
visitor_19043,1
visitor_19044,1
visitor_19045,1
visitor_19047,1
visitor_19049,1
visitor_19050,1
visitor_19051,1
visitor_19054,1
visitor_19055,1
visitor_19056,1
visitor_19057,1
visitor_19060,1
visitor_19061,1
visitor_19066,1
visitor_19068,1
visitor_19069,1
visitor_19072,1
visitor_19075,1
visitor_19083,1
visitor_19089,1
visitor_19090,1
visitor_19091,1
visitor_19092,1
visitor_19093,1
visitor_19096,1
visitor_19097,1
visitor_19098,1
visitor_19101,1
visitor_19102,1
visitor_19104,1
visitor_19105,1
visitor_19106,1
visitor_19109,1
visitor_19110,1
visitor_19111,1
visitor_19114,1
visitor_19116,1
visitor_19118,1
visitor_19119,1
visitor_19120,1
visitor_19122,1
visitor_19124,1
visitor_19127,1
visitor_19128,1
visitor_19129,1
visitor_19131,1
visitor_19132,1
visitor_19133,1
visitor_19134,1
visitor_19137,1
visitor_19142,1
visitor_19144,1
visitor_19145,1
visitor_19146,1
visitor_19148,1
visitor_19151,1
visitor_19152,1
visitor_19156,1
visitor_19157,1
visitor_19162,1
visitor_19163,1
visitor_19165,1
visitor_19168,1
visitor_19169,1
visitor_19171,1
visitor_19173,1
visitor_19174,1
visitor_19175,1
visitor_19176,1
visitor_19177,1
visitor_19178,1
visitor_19182,1
visitor_19183,1
visitor_19184,1
visitor_19185,1
visitor_19186,1
visitor_19188,1
visitor_19189,1
visitor_19192,1
visitor_19196,1
visitor_19197,1
visitor_19198,1
visitor_19199,1
visitor_19205,1
visitor_19213,1
visitor_19214,1
visitor_19215,1
visitor_19217,1
visitor_19219,1
visitor_19220,1
visitor_19222,1
visitor_19224,1
visitor_19226,1
visitor_19229,1
visitor_19230,1
visitor_19231,1
visitor_19232,1
visitor_19236,1
visitor_19237,1
visitor_19238,1
visitor_19240,1
visitor_19241,1
visitor_19242,1
visitor_19248,1
visitor_19255,1
visitor_19258,1
visitor_19262,1
visitor_19263,1
visitor_19266,1
visitor_19270,1
visitor_19271,1
visitor_19273,1
visitor_19274,1
visitor_19276,1
visitor_19277,1
visitor_19280,1
visitor_19281,1
visitor_19283,1
visitor_19285,1
visitor_19287,1
visitor_19289,1
visitor_19292,1
visitor_19295,1
visitor_19297,1
visitor_19300,1
visitor_19302,1
visitor_19304,1
visitor_19306,1
visitor_19308,1
visitor_19310,1
visitor_19312,1
visitor_19313,1
visitor_19314,1
visitor_19315,1
visitor_19316,1
visitor_19317,1
visitor_19318,1
visitor_19319,1
visitor_19321,1
visitor_19325,1
visitor_19329,1
visitor_19332,1
visitor_19333,1
visitor_19335,1
visitor_19340,1
visitor_19343,1
visitor_19346,1
visitor_19348,1
visitor_19349,1
visitor_19351,1
visitor_19356,1
visitor_19357,1
visitor_19360,1
visitor_19361,1
visitor_19365,1
visitor_19366,1
visitor_19368,1
visitor_19369,1
visitor_19376,1
visitor_19377,1
visitor_19379,1
visitor_19383,1
visitor_19386,1
visitor_19387,1
visitor_19396,1
visitor_19400,1
visitor_19402,1
visitor_19405,1
visitor_19408,1
visitor_19409,1
visitor_19410,1
visitor_19411,1
visitor_19412,1
visitor_19413,1
visitor_19416,1
visitor_19418,1
visitor_19420,1
visitor_19423,1
visitor_19425,1
visitor_19426,1
visitor_19427,1
visitor_19431,1
visitor_19434,1
visitor_19435,1
visitor_19436,1
visitor_19438,1
visitor_19439,1
visitor_19440,1
visitor_19442,1
visitor_19443,1
visitor_19449,1
visitor_19450,1
visitor_19452,1
visitor_19453,1
visitor_19454,1
visitor_19456,1
visitor_19458,1
visitor_19460,1
visitor_19462,1
visitor_19464,1
visitor_19465,1
visitor_19469,1
visitor_19471,1
visitor_19472,1
visitor_19474,1
visitor_19475,1
visitor_19477,1
visitor_19478,1
visitor_19481,1
visitor_19482,1
visitor_19483,1
visitor_19484,1
visitor_19486,1
visitor_19487,1
visitor_19488,1
visitor_19489,1
visitor_19491,1
visitor_19492,1
visitor_19495,1
visitor_19496,1
visitor_19497,1
visitor_19498,1
visitor_19500,1
visitor_19503,1
visitor_19507,1
visitor_19510,1
visitor_19512,1
visitor_19513,1
visitor_19517,1
visitor_19518,1
visitor_19520,1
visitor_19527,1
visitor_19529,1
visitor_19531,1
visitor_19533,1
visitor_19534,1
visitor_19541,1
visitor_19543,1
visitor_19545,1
visitor_19550,1
visitor_19551,1
visitor_19559,1
visitor_19561,1
visitor_19562,1
visitor_19564,1
visitor_19565,1
visitor_19571,1
visitor_19572,1
visitor_19574,1
visitor_19576,1
visitor_19577,1
visitor_19579,1
visitor_19582,1
visitor_19585,1
visitor_19589,1
visitor_19591,1
visitor_19592,1
visitor_19594,1
visitor_19595,1
visitor_19596,1
visitor_19600,1
visitor_19602,1
visitor_19603,1
visitor_19607,1
visitor_19608,1
visitor_19609,1
visitor_19610,1
visitor_19617,1
visitor_19618,1
visitor_19619,1
visitor_19621,1
visitor_19622,1
visitor_19624,1
visitor_19625,1
visitor_19626,1
visitor_19629,1
visitor_19630,1
visitor_19631,1
visitor_19632,1
visitor_19640,1
visitor_19641,1
visitor_19644,1
visitor_19646,1
visitor_19649,1
visitor_19650,1
visitor_19651,1
visitor_19657,1
visitor_19660,1
visitor_19661,1
visitor_19662,1
visitor_19663,1
visitor_19664,1
visitor_19666,1
visitor_19667,1
visitor_19668,1
visitor_19669,1
visitor_19671,1
visitor_19672,1
visitor_19676,1
visitor_19679,1
visitor_19680,1
visitor_19681,1
visitor_19682,1
visitor_19685,1
visitor_19686,1
visitor_19690,1
visitor_19693,1
visitor_19697,1
visitor_19698,1
visitor_19699,1
visitor_19700,1
visitor_19701,1
visitor_19702,1
visitor_19705,1
visitor_19710,1
visitor_19711,1
visitor_19712,1
visitor_19715,1
visitor_19716,1
visitor_19718,1
visitor_19720,1
visitor_19723,1
visitor_19725,1
visitor_19726,1
visitor_19727,1
visitor_19730,1
visitor_19731,1
visitor_19734,1
visitor_19735,1
visitor_19737,1
visitor_19739,1
visitor_19742,1
visitor_19746,1
visitor_19747,1
visitor_19750,1
visitor_19752,1
visitor_19753,1
visitor_19756,1
visitor_19757,1
visitor_19760,1
visitor_19761,1
visitor_19762,1
visitor_19765,1
visitor_19769,1
visitor_19771,1
visitor_19772,1
visitor_19774,1
visitor_19775,1
visitor_19776,1
visitor_19777,1
visitor_19780,1
visitor_19786,1
visitor_19792,1
visitor_19795,1
visitor_19797,1
visitor_19798,1
visitor_19803,1
visitor_19804,1
visitor_19807,1
visitor_19811,1
visitor_19814,1
visitor_19820,1
visitor_19821,1
visitor_19823,1
visitor_19825,1
visitor_19827,1
visitor_19829,1
visitor_19830,1
visitor_19831,1
visitor_19833,1
visitor_19834,1
visitor_19835,1
visitor_19836,1
visitor_19839,1
visitor_19840,1
visitor_19841,1
visitor_19845,1
visitor_19847,1
visitor_19850,1
visitor_19852,1
visitor_19853,1
visitor_19860,1
visitor_19862,1
visitor_19863,1
visitor_19867,1
visitor_19868,1
visitor_19873,1
visitor_19875,1
visitor_19876,1
visitor_19878,1
visitor_19880,1
visitor_19883,1
visitor_19884,1
visitor_19885,1
visitor_19887,1
visitor_19890,1
visitor_19892,1
visitor_19894,1
visitor_19896,1
visitor_19897,1
visitor_19899,1
visitor_19906,1
visitor_19907,1
visitor_19912,1
visitor_19914,1
visitor_19917,1
visitor_19923,1
visitor_19925,1
visitor_19927,1
visitor_19928,1
visitor_19934,1
visitor_19935,1
visitor_19936,1
visitor_19937,1
visitor_19938,1
visitor_19939,1
visitor_19940,1
visitor_19941,1
visitor_19942,1
visitor_19943,1
visitor_19944,1
visitor_19946,1
visitor_19947,1
visitor_19948,1
visitor_19950,1
visitor_19951,1
visitor_19952,1
visitor_19953,1
visitor_19956,1
visitor_19957,1
visitor_19960,1
visitor_19962,1
visitor_19963,1
visitor_19968,1
visitor_19973,1
visitor_19975,1
visitor_19977,1
visitor_19981,1
visitor_19982,1
visitor_19986,1
visitor_19987,1
visitor_19989,1
visitor_19990,1
visitor_19991,1
visitor_19992,1
visitor_19993,1
visitor_19994,1
visitor_19996,1
visitor_19997,1
visitor_19998,1
visitor_20000,1
visitor_20002,1
visitor_20003,1
visitor_20006,1
visitor_20007,1
visitor_20009,1
visitor_20010,1
visitor_20011,1
visitor_20013,1
visitor_20014,1
visitor_20015,1
visitor_20022,1
visitor_20024,1
visitor_20028,1
visitor_20032,1
visitor_20040,1
visitor_20043,1
visitor_20044,1
visitor_20045,1
visitor_20047,1
visitor_20048,1
visitor_20049,1
visitor_20051,1
visitor_20052,1
visitor_20063,1
visitor_20064,1
visitor_20067,1
visitor_20070,1
visitor_20072,1
visitor_20074,1
visitor_20077,1
visitor_20078,1
visitor_20080,1
visitor_20082,1
visitor_20085,1
visitor_20087,1
visitor_20088,1
visitor_20089,1
visitor_20092,1
visitor_20102,1
visitor_20103,1
visitor_20104,1
visitor_20105,1
visitor_20108,1
visitor_20112,1
visitor_20114,1
visitor_20115,1
visitor_20119,1
visitor_20120,1
visitor_20122,1
visitor_20123,1
visitor_20126,1
visitor_20130,1
visitor_20133,1
visitor_20134,1
visitor_20136,1
visitor_20137,1
visitor_20138,1
visitor_20139,1
visitor_20140,1
visitor_20141,1
visitor_20142,1
visitor_20144,1
visitor_20145,1
visitor_20147,1
visitor_20150,1
visitor_20151,1
visitor_20155,1
visitor_20158,1
visitor_20159,1
visitor_20161,1
visitor_20164,1
visitor_20171,1
visitor_20175,1
visitor_20178,1
visitor_20180,1
visitor_20181,1
visitor_20183,1
visitor_20185,1
visitor_20191,1
visitor_20192,1
visitor_20198,1
visitor_20201,1
visitor_20206,1
visitor_20208,1
visitor_20215,1
visitor_20217,1
visitor_20218,1
visitor_20220,1
visitor_20221,1
visitor_20222,1
visitor_20223,1
visitor_20226,1
visitor_20227,1
visitor_20228,1
visitor_20231,1
visitor_20233,1
visitor_20234,1
visitor_20235,1
visitor_20236,1
visitor_20237,1
visitor_20238,1
visitor_20243,1
visitor_20246,1
visitor_20249,1
visitor_20252,1
visitor_20253,1
visitor_20254,1
visitor_20257,1
visitor_20258,1
visitor_20259,1
visitor_20261,1
visitor_20262,1
visitor_20263,1
visitor_20271,1
visitor_20276,1
visitor_20277,1
visitor_20278,1
visitor_20284,1
visitor_20286,1
visitor_20290,1
visitor_20292,1
visitor_20295,1
visitor_20296,1
visitor_20297,1
visitor_20301,1
visitor_20302,1
visitor_20304,1
visitor_20305,1
visitor_20306,1
visitor_20308,1
visitor_20311,1
visitor_20312,1
visitor_20314,1
visitor_20316,1
visitor_20318,1
visitor_20319,1
visitor_20322,1
visitor_20324,1
visitor_20325,1
visitor_20328,1
visitor_20329,1
visitor_20333,1
visitor_20334,1
visitor_20335,1
visitor_20336,1
visitor_20337,1
visitor_20341,1
visitor_20342,1
visitor_20343,1
visitor_20344,1
visitor_20345,1
visitor_20346,1
visitor_20349,1
visitor_20351,1
visitor_20353,1
visitor_20358,1
visitor_20360,1
visitor_20367,1
visitor_20369,1
visitor_20370,1
visitor_20372,1
visitor_20373,1
visitor_20374,1
visitor_20375,1
visitor_20377,1
visitor_20380,1
visitor_20382,1
visitor_20385,1
visitor_20387,1
visitor_20388,1
visitor_20389,1
visitor_20391,1
visitor_20393,1
visitor_20394,1
visitor_20395,1
visitor_20398,1
visitor_20399,1
visitor_20401,1
visitor_20403,1
visitor_20404,1
visitor_20407,1
visitor_20409,1
visitor_20410,1
visitor_20412,1
visitor_20413,1
visitor_20414,1
visitor_20416,1
visitor_20417,1
visitor_20419,1
visitor_20420,1
visitor_20421,1
visitor_20422,1
visitor_20424,1
visitor_20425,1
visitor_20427,1
visitor_20429,1
visitor_20436,1
visitor_20441,1
visitor_20444,1
visitor_20446,1
visitor_20448,1
visitor_20453,1
visitor_20454,1
visitor_20458,1
visitor_20460,1
visitor_20461,1
visitor_20464,1
visitor_20467,1
visitor_20468,1
visitor_20469,1
visitor_20473,1
visitor_20475,1
visitor_20476,1
visitor_20478,1
visitor_20481,1
visitor_20482,1
visitor_20483,1
visitor_20491,1
visitor_20492,1
visitor_20493,1
visitor_20494,1
visitor_20495,1
visitor_20497,1
visitor_20498,1
visitor_20499,1
visitor_20501,1
visitor_20503,1
visitor_20504,1
visitor_20505,1
visitor_20509,1
visitor_20510,1
visitor_20511,1
visitor_20512,1
visitor_20514,1
visitor_20516,1
visitor_20518,1
visitor_20522,1
visitor_20523,1
visitor_20524,1
visitor_20530,1
visitor_20531,1
visitor_20532,1
visitor_20533,1
visitor_20537,1
visitor_20538,1
visitor_20540,1
visitor_20542,1
visitor_20543,1
visitor_20544,1
visitor_20545,1
visitor_20546,1
visitor_20547,1
visitor_20548,1
visitor_20549,1
visitor_20552,1
visitor_20553,1
visitor_20554,1
visitor_20557,1
visitor_20558,1
visitor_20560,1
visitor_20561,1
visitor_20562,1
visitor_20563,1
visitor_20564,1
visitor_20565,1
visitor_20566,1
visitor_20567,1
visitor_20571,1
visitor_20574,1
visitor_20576,1
visitor_20577,1
visitor_20579,1
visitor_20583,1
visitor_20587,1
visitor_20590,1
visitor_20593,1
visitor_20594,1
visitor_20595,1
visitor_20600,1
visitor_20601,1
visitor_20606,1
visitor_20609,1
visitor_20611,1
visitor_20612,1
visitor_20615,1
visitor_20619,1
visitor_20620,1
visitor_20622,1
visitor_20624,1
visitor_20625,1
visitor_20626,1
visitor_20627,1
visitor_20629,1
visitor_20630,1
visitor_20631,1
visitor_20634,1
visitor_20637,1
visitor_20638,1
visitor_20639,1
visitor_20641,1
visitor_20642,1
visitor_20645,1
visitor_20651,1
visitor_20652,1
visitor_20653,1
visitor_20654,1
visitor_20657,1
visitor_20660,1
visitor_20663,1
visitor_20669,1
visitor_20670,1
visitor_20671,1
visitor_20672,1
visitor_20673,1
visitor_20674,1
visitor_20675,1
visitor_20676,1
visitor_20679,1
visitor_20680,1
visitor_20681,1
visitor_20687,1
visitor_20688,1
visitor_20689,1
visitor_20691,1
visitor_20692,1
visitor_20695,1
visitor_20697,1
visitor_20699,1
visitor_20701,1
visitor_20702,1
visitor_20703,1
visitor_20705,1
visitor_20706,1
visitor_20707,1
visitor_20708,1
visitor_20711,1
visitor_20712,1
visitor_20713,1
visitor_20715,1
visitor_20717,1
visitor_20720,1
visitor_20721,1
visitor_20722,1
visitor_20729,1
visitor_20730,1
visitor_20731,1
visitor_20736,1
visitor_20737,1
visitor_20738,1
visitor_20742,1
visitor_20743,1
visitor_20745,1
visitor_20748,1
visitor_20749,1
visitor_20750,1
visitor_20755,1
visitor_20756,1
visitor_20757,1
visitor_20760,1
visitor_20761,1
visitor_20762,1
visitor_20763,1
visitor_20766,1
visitor_20767,1
visitor_20769,1
visitor_20774,1
visitor_20776,1
visitor_20777,1
visitor_20778,1
visitor_20782,1
visitor_20783,1
visitor_20784,1
visitor_20786,1
visitor_20789,1
visitor_20792,1
visitor_20794,1
visitor_20796,1
visitor_20801,1
visitor_20802,1
visitor_20803,1
visitor_20804,1
visitor_20813,1
visitor_20814,1
visitor_20815,1
visitor_20817,1
visitor_20822,1
visitor_20823,1
visitor_20824,1
visitor_20829,1
visitor_20832,1
visitor_20834,1
visitor_20837,1
visitor_20838,1
visitor_20839,1
visitor_20842,1
visitor_20843,1
visitor_20847,1
visitor_20851,1
visitor_20852,1
visitor_20853,1
visitor_20857,1
visitor_20858,1
visitor_20860,1
visitor_20861,1
visitor_20864,1
visitor_20866,1
visitor_20869,1
visitor_20871,1
visitor_20875,1
visitor_20876,1
visitor_20878,1
visitor_20881,1
visitor_20882,1
visitor_20885,1
visitor_20887,1
visitor_20890,1
visitor_20891,1
visitor_20892,1
visitor_20894,1
visitor_20895,1
visitor_20896,1
visitor_20897,1
visitor_20898,1
visitor_20899,1
visitor_20900,1
visitor_20906,1
visitor_20908,1
visitor_20909,1
visitor_20911,1
visitor_20914,1
visitor_20916,1
visitor_20917,1
visitor_20918,1
visitor_20919,1
visitor_20920,1
visitor_20922,1
visitor_20923,1
visitor_20926,1
visitor_20929,1
visitor_20931,1
visitor_20933,1
visitor_20934,1
visitor_20936,1
visitor_20937,1
visitor_20938,1
visitor_20939,1
visitor_20941,1
visitor_20942,1
visitor_20943,1
visitor_20944,1
visitor_20945,1
visitor_20947,1
visitor_20952,1
visitor_20954,1
visitor_20956,1
visitor_20958,1
visitor_20960,1
visitor_20961,1
visitor_20962,1
visitor_20964,1
visitor_20965,1
visitor_20966,1
visitor_20969,1
visitor_20970,1
visitor_20971,1
visitor_20972,1
visitor_20973,1
visitor_20975,1
visitor_20983,1
visitor_20986,1
visitor_20988,1
visitor_20991,1
visitor_20992,1
visitor_20993,1
visitor_20994,1
visitor_20995,1
visitor_20996,1
visitor_20999,1
visitor_21000,1
visitor_21002,1
visitor_21003,1
visitor_21005,1
visitor_21010,1
visitor_21011,1
visitor_21012,1
visitor_21014,1
visitor_21016,1
visitor_21017,1
visitor_21023,1
visitor_21026,1
visitor_21030,1
visitor_21033,1
visitor_21036,1
visitor_21037,1
visitor_21043,1
visitor_21044,1
