date,place,salesman,Time (ex : 18 means from 18.00 to 19.00),visitor_id,"salesman suggested flyers (no:0, yes:1)","visitorid took flyer (no:0, yes:1)"
4/30/2014,Republique,Helene,21,visitor_66160,0,0
4/30/2014,Republique,Helene,21,visitor_66166,1,0
4/30/2014,Republique,Helene,21,visitor_66228,1,0
4/30/2014,Republique,Helene,21,visitor_66233,0,0
4/30/2014,Republique,Helene,21,visitor_66238,1,0
4/30/2014,Republique,Helene,21,visitor_66295,1,0
4/30/2014,Republique,Helene,21,visitor_66313,0,0
4/30/2014,Republique,Helene,21,visitor_66336,0,0
4/30/2014,Republique,Helene,21,visitor_66384,0,0
4/30/2014,Republique,Helene,21,visitor_66393,1,0
4/30/2014,Republique,Helene,21,visitor_66412,1,0
4/30/2014,Republique,Helene,21,visitor_66417,1,0
4/30/2014,Republique,Helene,21,visitor_66432,1,0
4/30/2014,Republique,Helene,21,visitor_66447,0,0
4/30/2014,Republique,Helene,21,visitor_66454,1,0
4/30/2014,Republique,Helene,21,visitor_66456,1,0
4/30/2014,Republique,Helene,21,visitor_66464,1,1
4/30/2014,Republique,Helene,21,visitor_66468,0,0
4/30/2014,Republique,Helene,21,visitor_66474,0,0
4/30/2014,Republique,Helene,21,visitor_66498,0,0
4/30/2014,Republique,Helene,21,visitor_66512,0,0
4/30/2014,Republique,Helene,21,visitor_66531,0,0
4/30/2014,Republique,Helene,21,visitor_66545,1,0
4/30/2014,Republique,Helene,21,visitor_66552,1,1
4/30/2014,Republique,Helene,21,visitor_66554,0,0
4/30/2014,Republique,Helene,21,visitor_66565,0,0
4/30/2014,Republique,Helene,21,visitor_66567,1,0
4/30/2014,Republique,Helene,21,visitor_66568,0,0
4/30/2014,Republique,Helene,21,visitor_66572,0,0
4/30/2014,Republique,Helene,21,visitor_66584,1,0
4/30/2014,Republique,Helene,21,visitor_66627,0,0
4/30/2014,Republique,Helene,21,visitor_66629,1,0
4/30/2014,Republique,Helene,21,visitor_66662,0,0
4/30/2014,Republique,Helene,21,visitor_66684,1,1
4/30/2014,Republique,Helene,21,visitor_66698,1,0
4/30/2014,Republique,Helene,22,visitor_66710,1,1
4/30/2014,Republique,Helene,22,visitor_66721,0,0
4/30/2014,Republique,Helene,22,visitor_66768,0,0
4/30/2014,Republique,Helene,22,visitor_66783,1,1
4/30/2014,Republique,Helene,22,visitor_66790,0,0
4/30/2014,Republique,Helene,22,visitor_66814,0,0
4/30/2014,Republique,Helene,22,visitor_66833,0,0
4/30/2014,Republique,Helene,22,visitor_66848,1,1
4/30/2014,Republique,Helene,22,visitor_66881,1,1
4/30/2014,Republique,Helene,22,visitor_66882,1,1
4/30/2014,Republique,Helene,22,visitor_66936,0,0
4/30/2014,Republique,Helene,22,visitor_66945,0,0
4/30/2014,Republique,Helene,22,visitor_66950,1,1
4/30/2014,Republique,Helene,22,visitor_66955,0,0
4/30/2014,Republique,Helene,22,visitor_66979,1,1
4/30/2014,Republique,Helene,22,visitor_67021,0,0
4/30/2014,Republique,Helene,22,visitor_67023,1,0
4/30/2014,Republique,Helene,22,visitor_67045,1,0
4/30/2014,Republique,Helene,22,visitor_67062,0,0
4/30/2014,Republique,Helene,22,visitor_67069,1,1
4/30/2014,Republique,Helene,22,visitor_67072,1,0
4/30/2014,Republique,Helene,22,visitor_67076,0,0
4/30/2014,Republique,Helene,22,visitor_67080,0,0
4/30/2014,Republique,Helene,22,visitor_67095,1,0
4/30/2014,Republique,Helene,22,visitor_67100,0,0
4/30/2014,Republique,Helene,22,visitor_67116,0,0
4/30/2014,Republique,Helene,22,visitor_67174,1,1
4/30/2014,Republique,Helene,22,visitor_67186,0,0
4/30/2014,Republique,Helene,22,visitor_67200,1,1
4/30/2014,Republique,Helene,22,visitor_67206,0,0
4/30/2014,Republique,Helene,22,visitor_67216,1,0
4/30/2014,Republique,Helene,22,visitor_67249,0,0
4/30/2014,Republique,Helene,22,visitor_67269,1,1
4/30/2014,Republique,Helene,22,visitor_67292,1,1
4/30/2014,Republique,Helene,22,visitor_67308,1,0
4/30/2014,Republique,Helene,22,visitor_67312,0,0
4/30/2014,Republique,Helene,22,visitor_67372,0,0
4/30/2014,Republique,Helene,22,visitor_67377,0,0
4/30/2014,Republique,Helene,22,visitor_67386,1,1
4/30/2014,Republique,Helene,22,visitor_67390,0,0
4/30/2014,Republique,Helene,22,visitor_67406,1,0
4/30/2014,Republique,Helene,22,visitor_67423,0,0
4/30/2014,Republique,Helene,22,visitor_67441,1,0
4/30/2014,Republique,Helene,22,visitor_67445,0,0
4/30/2014,Republique,Helene,22,visitor_67452,0,0
4/30/2014,Republique,Helene,22,visitor_67466,1,0
4/30/2014,Republique,Helene,22,visitor_67468,0,0
4/30/2014,Republique,Helene,22,visitor_67483,0,0
4/30/2014,Republique,Helene,22,visitor_67493,1,1
4/30/2014,Republique,Helene,22,visitor_67504,0,0
4/30/2014,Republique,Helene,22,visitor_67507,0,0
4/30/2014,Republique,Helene,22,visitor_67533,0,0
4/30/2014,Republique,Helene,22,visitor_67545,0,0
4/30/2014,Republique,Helene,22,visitor_67546,1,0
4/30/2014,Republique,Helene,22,visitor_67563,1,0
4/30/2014,Republique,Helene,22,visitor_67569,0,0
4/30/2014,Republique,Helene,22,visitor_67586,0,0
4/30/2014,Republique,Helene,22,visitor_67587,1,1
4/30/2014,Republique,Helene,22,visitor_67610,0,0
4/30/2014,Republique,Helene,22,visitor_67624,0,0
4/30/2014,Republique,Helene,22,visitor_67634,1,0
4/30/2014,Republique,Helene,22,visitor_67651,1,0
4/30/2014,Republique,Helene,22,visitor_67717,0,0
4/30/2014,Republique,Helene,22,visitor_67718,0,0
4/30/2014,Republique,Helene,22,visitor_67730,0,0
4/30/2014,Republique,Helene,22,visitor_67737,1,0
4/30/2014,Republique,Helene,22,visitor_67746,0,0
4/30/2014,Republique,Helene,22,visitor_67757,1,0
4/30/2014,Republique,Helene,22,visitor_67781,1,1
4/30/2014,Republique,Helene,22,visitor_67785,0,0
4/30/2014,Republique,Helene,22,visitor_67792,1,1
4/30/2014,Republique,Helene,22,visitor_67800,0,0
4/30/2014,Republique,Helene,22,visitor_67823,0,0
4/30/2014,Republique,Helene,22,visitor_67832,0,0
4/30/2014,Republique,Helene,22,visitor_67847,1,1
4/30/2014,Republique,Helene,22,visitor_67851,0,0
4/30/2014,Republique,Helene,22,visitor_67855,0,0
4/30/2014,Republique,Helene,22,visitor_67896,0,0
4/30/2014,Republique,Helene,22,visitor_67917,0,0
4/30/2014,Republique,Helene,22,visitor_67933,0,0
4/30/2014,Republique,Helene,22,visitor_67941,0,0
4/30/2014,Republique,Helene,22,visitor_67974,0,0
4/30/2014,Republique,Helene,22,visitor_67985,0,0
4/30/2014,Republique,Helene,22,visitor_67993,0,0
4/30/2014,Republique,Helene,22,visitor_68003,1,0
4/30/2014,Republique,Helene,22,visitor_68039,0,0
4/30/2014,Republique,Helene,22,visitor_68085,1,0
4/30/2014,Republique,Helene,22,visitor_68101,0,0
4/30/2014,Republique,Helene,22,visitor_68103,0,0
4/30/2014,Republique,Helene,22,visitor_68108,1,0
4/30/2014,Republique,Helene,22,visitor_68116,0,0
4/30/2014,Republique,Helene,22,visitor_68119,1,0
4/30/2014,Republique,Helene,22,visitor_68179,1,0
4/30/2014,Republique,Helene,22,visitor_68196,1,1
4/30/2014,Republique,Helene,22,visitor_68229,0,0
4/30/2014,Republique,Helene,22,visitor_68244,1,1
4/30/2014,Republique,Helene,22,visitor_68255,0,0
4/30/2014,Republique,Helene,22,visitor_68262,1,1
4/30/2014,Republique,Helene,22,visitor_68268,0,0
4/30/2014,Republique,Helene,22,visitor_68270,1,1
4/30/2014,Republique,Helene,22,visitor_68278,1,0
4/30/2014,Republique,Helene,22,visitor_68312,0,0
4/30/2014,Republique,Helene,22,visitor_68317,1,0
4/30/2014,Republique,Helene,22,visitor_68337,1,0
4/30/2014,Republique,Helene,22,visitor_68339,0,0
4/30/2014,Republique,Helene,22,visitor_68390,1,1
4/30/2014,Republique,Helene,22,visitor_68398,1,0
4/30/2014,Republique,Helene,22,visitor_68419,0,0
4/30/2014,Republique,Helene,22,visitor_68427,0,0
4/30/2014,Republique,Helene,22,visitor_68441,0,0
4/30/2014,Republique,Helene,22,visitor_68472,0,0
4/30/2014,Republique,Helene,22,visitor_68498,0,0
4/30/2014,Republique,Helene,22,visitor_68524,0,0
4/30/2014,Republique,Helene,22,visitor_68527,1,0
4/30/2014,Republique,Helene,22,visitor_68532,1,0
4/30/2014,Republique,Helene,22,visitor_68536,1,0
4/30/2014,Republique,Helene,22,visitor_68543,0,0
4/30/2014,Republique,Helene,22,visitor_68553,0,0
4/30/2014,Republique,Helene,22,visitor_68561,0,0
4/30/2014,Republique,Helene,22,visitor_68590,0,0
4/30/2014,Republique,Helene,22,visitor_68634,0,0
4/30/2014,Republique,Helene,22,visitor_68649,0,0
4/30/2014,Republique,Helene,22,visitor_68652,1,0
4/30/2014,Republique,Helene,22,visitor_68667,0,0
4/30/2014,Republique,Helene,22,visitor_68677,1,0
4/30/2014,Republique,Helene,22,visitor_68679,0,0
4/30/2014,Republique,Helene,22,visitor_68686,0,0
4/30/2014,Republique,Helene,22,visitor_68694,1,0
4/30/2014,Republique,Helene,22,visitor_68713,0,0
4/30/2014,Republique,Helene,22,visitor_68717,0,0
4/30/2014,Republique,Helene,22,visitor_68729,0,0
4/30/2014,Republique,Helene,22,visitor_68744,0,0
4/30/2014,Republique,Helene,22,visitor_68782,0,0
4/30/2014,Republique,Helene,22,visitor_68802,1,0
4/30/2014,Republique,Helene,22,visitor_68826,0,0
4/30/2014,Republique,Helene,22,visitor_68834,1,1
4/30/2014,Republique,Helene,22,visitor_68837,0,0
4/30/2014,Republique,Helene,22,visitor_68843,0,0
5/4/2014,32Blanche,Helene,18,visitor_68865,0,0
5/4/2014,32Blanche,Helene,18,visitor_68872,1,0
5/4/2014,32Blanche,Helene,18,visitor_68921,1,0
5/4/2014,32Blanche,Helene,18,visitor_68985,1,1
5/4/2014,32Blanche,Helene,18,visitor_69009,1,0
5/4/2014,32Blanche,Helene,18,visitor_69078,1,0
5/4/2014,32Blanche,Helene,18,visitor_69079,0,0
5/4/2014,32Blanche,Helene,18,visitor_69127,0,0
5/4/2014,32Blanche,Helene,18,visitor_69129,0,0
5/4/2014,32Blanche,Helene,18,visitor_69139,0,0
5/4/2014,32Blanche,Helene,18,visitor_69152,0,0
5/4/2014,32Blanche,Helene,18,visitor_69157,0,0
5/4/2014,32Blanche,Helene,18,visitor_69187,1,1
5/4/2014,32Blanche,Helene,18,visitor_69210,0,0
5/4/2014,32Blanche,Helene,18,visitor_69223,0,0
5/4/2014,32Blanche,Helene,18,visitor_69226,1,1
5/4/2014,32Blanche,Helene,18,visitor_69244,1,0
5/4/2014,32Blanche,Helene,18,visitor_69259,1,1
5/4/2014,32Blanche,Helene,19,visitor_69268,1,0
5/4/2014,32Blanche,Helene,19,visitor_69271,0,0
5/4/2014,32Blanche,Helene,19,visitor_69273,0,0
5/4/2014,32Blanche,Helene,19,visitor_69293,1,0
5/4/2014,32Blanche,Helene,19,visitor_69309,1,0
5/4/2014,32Blanche,Helene,19,visitor_69355,1,0
5/4/2014,32Blanche,Helene,19,visitor_69362,0,0
5/4/2014,32Blanche,Helene,19,visitor_69363,1,1
5/4/2014,32Blanche,Helene,19,visitor_69364,0,0
5/4/2014,32Blanche,Helene,19,visitor_69407,0,0
5/4/2014,32Blanche,Helene,19,visitor_69428,0,0
5/4/2014,32Blanche,Helene,19,visitor_69436,0,0
5/4/2014,32Blanche,Helene,19,visitor_69492,0,0
5/4/2014,32Blanche,Helene,19,visitor_69526,0,0
5/4/2014,32Blanche,Helene,19,visitor_69573,0,0
5/4/2014,32Blanche,Helene,19,visitor_69588,0,0
5/4/2014,32Blanche,Helene,19,visitor_69616,1,1
5/4/2014,32Blanche,Helene,19,visitor_69618,1,0
5/4/2014,32Blanche,Helene,19,visitor_69658,0,0
5/4/2014,32Blanche,Helene,19,visitor_69663,0,0
5/4/2014,32Blanche,Helene,19,visitor_69702,1,0
5/4/2014,32Blanche,Helene,19,visitor_69703,1,0
5/4/2014,32Blanche,Helene,19,visitor_69725,0,0
5/4/2014,32Blanche,Helene,19,visitor_69740,1,1
5/4/2014,32Blanche,Helene,19,visitor_69780,0,0
5/4/2014,32Blanche,Helene,19,visitor_69794,1,0
5/4/2014,32Blanche,Helene,19,visitor_69840,1,0
5/4/2014,32Blanche,Helene,19,visitor_69841,0,0
5/4/2014,32Blanche,Helene,19,visitor_69871,0,0
5/4/2014,32Blanche,Helene,20,visitor_69903,1,1
5/4/2014,32Blanche,Helene,20,visitor_69914,0,0
5/4/2014,32Blanche,Helene,20,visitor_69939,1,0
5/4/2014,32Blanche,Helene,20,visitor_69958,0,0
5/4/2014,32Blanche,Helene,20,visitor_69998,0,0
5/4/2014,32Blanche,Helene,20,visitor_69999,1,0
5/4/2014,32Blanche,Helene,20,visitor_70018,1,0
5/4/2014,32Blanche,Helene,20,visitor_70028,0,0
5/4/2014,32Blanche,Helene,20,visitor_70030,0,0
5/4/2014,32Blanche,Helene,20,visitor_70049,0,0
5/4/2014,32Blanche,Helene,20,visitor_70062,0,0
5/4/2014,32Blanche,Helene,20,visitor_70074,0,0
5/4/2014,32Blanche,Helene,20,visitor_70081,0,0
5/4/2014,32Blanche,Helene,20,visitor_70103,1,1
5/4/2014,32Blanche,Helene,20,visitor_70148,0,0
5/4/2014,32Blanche,Helene,20,visitor_70153,1,0
5/4/2014,32Blanche,Helene,21,visitor_70165,0,0
5/4/2014,32Blanche,Helene,21,visitor_70194,1,1
5/4/2014,32Blanche,Helene,21,visitor_70200,0,0
5/4/2014,32Blanche,Helene,21,visitor_70222,0,0
5/4/2014,32Blanche,Helene,21,visitor_70231,1,0
5/4/2014,32Blanche,Helene,21,visitor_70234,0,0
5/4/2014,32Blanche,Helene,21,visitor_70243,0,0
5/4/2014,32Blanche,Helene,21,visitor_70245,1,1
5/4/2014,32Blanche,Helene,21,visitor_70278,0,0
5/4/2014,32Blanche,Helene,21,visitor_70282,1,1
5/4/2014,32Blanche,Helene,22,visitor_70331,0,0
5/4/2014,32Blanche,Helene,22,visitor_70332,1,0
5/4/2014,32Blanche,Helene,22,visitor_70335,0,0
5/4/2014,32Blanche,Helene,22,visitor_70341,0,0
5/4/2014,32Blanche,Helene,22,visitor_70348,0,0
5/4/2014,32Blanche,Helene,22,visitor_70381,1,0
5/4/2014,32Blanche,Helene,22,visitor_70386,1,0
5/4/2014,32Blanche,Helene,23,visitor_70428,1,1
5/4/2014,32Blanche,Helene,23,visitor_1542,1,1
4/28/2014,32Blanche,Lisiane,18,visitor_70459,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70469,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70495,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70500,1,1
4/28/2014,32Blanche,Lisiane,18,visitor_70521,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70567,1,0
4/28/2014,32Blanche,Lisiane,18,visitor_70572,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70578,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70605,1,1
4/28/2014,32Blanche,Lisiane,18,visitor_70614,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70625,1,0
4/28/2014,32Blanche,Lisiane,18,visitor_70643,1,0
4/28/2014,32Blanche,Lisiane,18,visitor_70646,1,0
4/28/2014,32Blanche,Lisiane,18,visitor_70656,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70657,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70662,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70666,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70690,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70696,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70703,1,1
4/28/2014,32Blanche,Lisiane,18,visitor_70715,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70723,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70745,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70751,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70768,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70774,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70785,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70789,1,1
4/28/2014,32Blanche,Lisiane,18,visitor_70805,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70835,1,1
4/28/2014,32Blanche,Lisiane,18,visitor_70856,0,0
4/28/2014,32Blanche,Lisiane,18,visitor_70862,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_70890,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_70909,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_1542,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_70935,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_70964,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_70967,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_70985,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71007,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71033,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71080,1,0
4/28/2014,32Blanche,Lisiane,19,visitor_71087,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_71090,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71091,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71105,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71108,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71136,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71148,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_71156,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71172,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71195,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71214,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_71233,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71239,1,0
4/28/2014,32Blanche,Lisiane,19,visitor_71260,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71295,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71301,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_71310,1,0
4/28/2014,32Blanche,Lisiane,19,visitor_71316,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71322,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71347,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71404,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71414,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71437,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71444,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_71446,1,0
4/28/2014,32Blanche,Lisiane,19,visitor_71464,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71469,0,0
4/28/2014,32Blanche,Lisiane,19,visitor_71472,1,1
4/28/2014,32Blanche,Lisiane,19,visitor_71473,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71495,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71526,1,1
4/28/2014,32Blanche,Lisiane,20,visitor_71530,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71540,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71541,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71559,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71569,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71588,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71589,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71632,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71681,1,1
4/28/2014,32Blanche,Lisiane,20,visitor_71690,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71723,0,0
4/28/2014,32Blanche,Lisiane,20,visitor_71738,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71799,1,1
4/28/2014,32Blanche,Lisiane,21,visitor_71824,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71826,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71836,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71862,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71872,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71873,1,0
4/28/2014,32Blanche,Lisiane,21,visitor_71883,1,1
4/28/2014,32Blanche,Lisiane,21,visitor_71893,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71894,1,0
4/28/2014,32Blanche,Lisiane,21,visitor_71899,0,0
4/28/2014,32Blanche,Lisiane,21,visitor_71910,0,0
4/28/2014,32Blanche,Lisiane,22,visitor_71942,1,1
4/28/2014,32Blanche,Lisiane,22,visitor_71943,0,0
4/28/2014,32Blanche,Lisiane,22,visitor_71944,1,0
4/28/2014,32Blanche,Lisiane,22,visitor_71975,1,0
4/28/2014,32Blanche,Lisiane,23,visitor_72013,1,0
4/28/2014,32Blanche,Lisiane,23,visitor_72024,0,0
4/28/2014,32Blanche,Lisiane,23,visitor_72033,0,0
4/28/2014,32Blanche,Lisiane,23,visitor_72035,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72061,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72136,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72142,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72168,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72177,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72198,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72315,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72320,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72342,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72357,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72358,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72365,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72413,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72462,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72483,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72489,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72513,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72521,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72542,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72577,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72579,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72606,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72611,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72652,0,0
5/2/2014,Bastille,Lisiane,18,visitor_72653,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72707,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72724,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72764,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72767,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72768,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72770,1,0
5/2/2014,Bastille,Lisiane,19,visitor_72773,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72777,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72809,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72825,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72854,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72858,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72868,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72923,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72943,0,0
5/2/2014,Bastille,Lisiane,19,visitor_72977,0,0
5/2/2014,Bastille,Lisiane,19,visitor_1542,1,1
5/2/2014,Bastille,Lisiane,19,visitor_73006,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73061,1,0
5/2/2014,Bastille,Lisiane,19,visitor_73063,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73064,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73073,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73102,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73104,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73125,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73138,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73162,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73164,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73226,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73247,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73282,1,1
5/2/2014,Bastille,Lisiane,19,visitor_73294,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73298,1,1
5/2/2014,Bastille,Lisiane,19,visitor_73299,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73330,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73341,1,0
5/2/2014,Bastille,Lisiane,19,visitor_73352,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73377,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73378,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73379,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73423,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73424,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73448,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73455,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73475,0,0
5/2/2014,Bastille,Lisiane,19,visitor_73481,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73486,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73495,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73503,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73518,1,0
5/2/2014,Bastille,Lisiane,20,visitor_73527,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73557,1,1
5/2/2014,Bastille,Lisiane,20,visitor_73561,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73567,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73571,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73581,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73593,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73604,1,1
5/2/2014,Bastille,Lisiane,20,visitor_73618,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73635,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73649,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73687,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73708,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73719,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73727,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73757,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73795,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73853,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73864,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73869,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73885,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73886,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73889,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73892,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73902,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73917,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73920,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73931,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73935,0,0
5/2/2014,Bastille,Lisiane,20,visitor_73960,0,0
